,Price,GDP,Inflation,Unemployment,Exchange_Rate
2022-10-01,86.47593945481485,0.5160135437923419,0.48082066045929445,0.5141654781952636,0.3871912214639508
2022-10-02,84.33503042563342,0.3858046256753961,0.519574309365416,0.6271957611648895,0.41037242785249883
2022-10-03,83.49221691996485,0.5035017987383126,0.47844672522435694,0.5561569444378265,0.44897612145455623
2022-10-04,82.8154487307219,0.5163910051570715,0.49984311483362204,0.5444845469995535,0.45392195774163224
2022-10-05,82.29239664719316,0.49604665656260194,0.4893651488365163,0.5470396118829999,0.45479873662530895
